id,question,theme
2440,To Kill a Mockingbird was first studied in American schools in what year?,To_Kill_a_Mockingbird
2441,The American Library Associated ranked To Kill a Mockingbird where on its most frequently challenged books of 2000-2009?,To_Kill_a_Mockingbird
2442,In what year did the book become a subject of classroom study?,To_Kill_a_Mockingbird
2443,"According to The American Library Association, what rank did the book have among the most frequently challenged books from 2000 to 2009?",To_Kill_a_Mockingbird
2444,When was the first major controversy that surfaced from the book?,To_Kill_a_Mockingbird
2445,What event in the novel was heavily criticized for being a plot device?,To_Kill_a_Mockingbird
2446,"According to the National Education Association, what was the only book to receive more complaints in 1968?",To_Kill_a_Mockingbird
2447,Which book was credited with sparking the US Civil War?,To_Kill_a_Mockingbird
2448,What other book did Mark Childress compare it to?,To_Kill_a_Mockingbird
2449,Who was Truman Capote's father?,To_Kill_a_Mockingbird
2450,Who was speculated to have wrote the book instead of Harper Lee?,To_Kill_a_Mockingbird
2451,What was the name of Harper Lee's sister?,To_Kill_a_Mockingbird
2452,Who was rumored to have written the book instead of Lee?,To_Kill_a_Mockingbird
2453,Lee's notes to whom help disclaim this rumor?,To_Kill_a_Mockingbird
2454,How many weeks did To Kill a Mockingbird remain on the bestsellers list when it won the Pulitzer Prize?,To_Kill_a_Mockingbird
2455,What major award did the book receive in 1961?,To_Kill_a_Mockingbird
2456,In what year did Lee stop giving interviews about the book?,To_Kill_a_Mockingbird
2457,Which year was Lee awarded an induction into the Alabama Academy of Honor?,To_Kill_a_Mockingbird
2458,"In 2004, the novel as been picked by how many communities for citywide reading programs more than any other book?",To_Kill_a_Mockingbird
2459,Which city's mayor initiated a reading program with the book?,To_Kill_a_Mockingbird
2460,"By 2004, how many communities were using the book as part of their reading programs?",To_Kill_a_Mockingbird
2461,Which school granted Lee an honory doctorate in 2006?,To_Kill_a_Mockingbird
2462,Which president of the US awarded Lee the Presidential Medal of Freedom?,To_Kill_a_Mockingbird
2463,What university awarded Lee an honorary doctorate in 2006?,To_Kill_a_Mockingbird
2464,"In 2007, which president awarded Lee the Presidential Medal of Freedom?",To_Kill_a_Mockingbird
2465,A movie adaptation of the book was released in what year?,To_Kill_a_Mockingbird
2466,Which actor received An Oscar for his role of Atticus Finch in the 1962 movie of the book?,To_Kill_a_Mockingbird
2467,What item did Lee give the actor Gregory Peck after portraying Atticus Finch?,To_Kill_a_Mockingbird
2468,Which one of Gregory Peck's relatives was named after Harper Lee?,To_Kill_a_Mockingbird
2469,What personal effect did Lee give to Peck?,To_Kill_a_Mockingbird
2470,Which one of Peck's relatives was named Harper in honor of Lee?,To_Kill_a_Mockingbird
2471,What did Peck's widow call Lee?,To_Kill_a_Mockingbird
2472,When was the play for To Kill a Mockingbird first performed?,To_Kill_a_Mockingbird
2473,Who makes up the cast of the annual play based on the book performed in Monroeville?,To_Kill_a_Mockingbird
2474,"During the courtroom scene, what happens to the audience?",To_Kill_a_Mockingbird
2475,What country did Sergel's play tour around in and perform in 2006?,To_Kill_a_Mockingbird
2476,The play was the opening act for the starting of the 2013 season at which location?,To_Kill_a_Mockingbird
2477,Who played Atticus Finch in the UK theater productions of the film in 2006 and 2011?,To_Kill_a_Mockingbird
2478,Go Set a Watchman was finished in what year?,To_Kill_a_Mockingbird
2479,How many years after To Kill a Mockingbird is the setting of Go Set A Watchman?,To_Kill_a_Mockingbird
2480,What is the earlier draft of the book titled?,To_Kill_a_Mockingbird
2481,What year was Watchman completed?,To_Kill_a_Mockingbird
2482,How many years after Mockingbird was Watchman set?,To_Kill_a_Mockingbird
2483,What two serious moral issues are dealt with in the novel?,To_Kill_a_Mockingbird
2484,Who is the protagonist of the novel?,To_Kill_a_Mockingbird
2485,What is Lee's strongest style of writing?,To_Kill_a_Mockingbird
2486,What narrative technique does Lee use to combine the adult's perspective with the child's observations??,To_Kill_a_Mockingbird
2487,"According to Lee, her book simply expressed a Christian code of honor and conduct inherit to whom?",To_Kill_a_Mockingbird
2488,Lee's detailed explanations of the characters' behaviors caused one writer to catagorize the book as what?,To_Kill_a_Mockingbird
2489,Scout defined people doing the best they could with what they had as who?,To_Kill_a_Mockingbird
2490,What drives the plot of the book more than the characters?,To_Kill_a_Mockingbird
2491,Who is the main example of an innocent destroyed in the novel?,To_Kill_a_Mockingbird
2492,What  does Scout see symbollically as a mockingbird?,To_Kill_a_Mockingbird
2493,"According to Atticus, most people are how when you truly view them?",To_Kill_a_Mockingbird
2494,Which reviewer called the book melodramatic and contrived?,To_Kill_a_Mockingbird
2495,Which Southern writer deemed it a child's book?,To_Kill_a_Mockingbird
2496,Chimamanda Ngozi Adichie vompared Lee to whom?,To_Kill_a_Mockingbird
2497,Rosemary  Goring connected Lee to whom?,To_Kill_a_Mockingbird
2498,Who criticized Lee in The Wall Street Journal?,To_Kill_a_Mockingbird
2499,Who wrote that the book forces readers to question issues without resolving them?,To_Kill_a_Mockingbird
2500,Which character has some critics deemed a variation of a contented slave?,To_Kill_a_Mockingbird
2501,Michael Lund criticized the novel for demonizing whom?,To_Kill_a_Mockingbird
2502,"According to Diane McWhorter, every child in the South had to face what?",To_Kill_a_Mockingbird
2503,McWhorter wrote that the existance of the book was what?,To_Kill_a_Mockingbird
2504,How do the citizens of Monroeville quote lines of the book?,To_Kill_a_Mockingbird
2505,Where does solar energy come from?,Solar_energy
2506,What technologies are used to harness solar energy from the sun?,Solar_energy
2507,What is solar energy?,Solar_energy
2508,How many terawatts of solar radiation does the Earth receive?,Solar_energy
2509,What percentage of solar radiation is reflected back by the atmosphere?,Solar_energy
2510,The areas that people live in typically receive what range of kWh/m2 per day?,Solar_energy
2511,How many terrawatts of radiation does the earth receive?,Solar_energy
2512,How much of the solar radiation is reflected back into space?,Solar_energy
2513,What are the insolation levels of most populated areas?,Solar_energy
2514,The Earth's oceans cover what percentage of the globe?,Solar_energy
2515,What is the process by which green plants convert solar energy to stored energy?,Solar_energy
2516,What is the cause of atmospheric circulation?,Solar_energy
2517,How does the water vapor that rises in warm air turn into clouds?,Solar_energy
2518,"What creates wind, cyclones and anti-cyclones?",Solar_energy
2519,What is the process in which plants convert solar energy into stored energy called?,Solar_energy
2520,"In 2002, the Sun provided more energy in one hour than humans used in what span of time?",Solar_energy
2521,How much energy in exajoules does photosynthesis capture each year?,Solar_energy
2522,Twice the amount of energy obtainable by all the non-renewable sources  on Earth can be provided by the Sun in what span of time?,Solar_energy
2523,What is the amount of solar energy absorbed by the earth?,Solar_energy
2524,How much solar energy is captured by photosynthesis?,Solar_energy
2525,How are solar technologies defined?,Solar_energy
2526,What is one way that characterizes solar technologies as passive or active?,Solar_energy
2527,How do renewable energies acquire energy from the sun?,Solar_energy
2528,Are supply side solar technologies generally active or passive?,Solar_energy
